GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,PRETRACTA,TRACTA,POSTTRCTA,AREANAME,BHI001
GIS Join match code,Datafile year,State Name,State Code,County Name,County Code,Census Tract Prefix Code,Census Tract Code,Census Tract Suffix Code,Area name,Total
G17003100287,1930,Illinois,17,Cook,031,"",0287,"",Tract    0287     in Chicago IL,3029
G17003100288,1930,Illinois,17,Cook,031,"",0288,"",Tract    0288     in Chicago IL,3782
G17003100289,1930,Illinois,17,Cook,031,"",0289,"",Tract    0289     in Chicago IL,5496
G17003100290,1930,Illinois,17,Cook,031,"",0290,"",Tract    0290     in Chicago IL,5573
G17003100291,1930,Illinois,17,Cook,031,"",0291,"",Tract    0291     in Chicago IL,5577
G17003100292,1930,Illinois,17,Cook,031,"",0292,"",Tract    0292     in Chicago IL,6168
G17003100293,1930,Illinois,17,Cook,031,"",0293,"",Tract    0293     in Chicago IL,7869
G17003100294,1930,Illinois,17,Cook,031,"",0294,"",Tract    0294     in Chicago IL,7982
G17003100295,1930,Illinois,17,Cook,031,"",0295,"",Tract    0295     in Chicago IL,2091
G17003100296,1930,Illinois,17,Cook,031,"",0296,"",Tract    0296     in Chicago IL,2065
G17003100297,1930,Illinois,17,Cook,031,"",0297,"",Tract    0297     in Chicago IL,195
G17003100298,1930,Illinois,17,Cook,031,"",0298,"",Tract    0298     in Chicago IL,8617
G17003100299,1930,Illinois,17,Cook,031,"",0299,"",Tract    0299     in Chicago IL,6162
G17003100300,1930,Illinois,17,Cook,031,"",0300,"",Tract    0300     in Chicago IL,4582
G17003100301,1930,Illinois,17,Cook,031,"",0301,"",Tract    0301     in Chicago IL,12488
G17003100302,1930,Illinois,17,Cook,031,"",0302,"",Tract    0302     in Chicago IL,3406
G17003100303,1930,Illinois,17,Cook,031,"",0303,"",Tract    0303     in Chicago IL,6594
G17003100304,1930,Illinois,17,Cook,031,"",0304,"",Tract    0304     in Chicago IL,6452
G17003100305,1930,Illinois,17,Cook,031,"",0305,"",Tract    0305     in Chicago IL,949
G17003100306,1930,Illinois,17,Cook,031,"",0306,"",Tract    0306     in Chicago IL,3211
G17003100307,1930,Illinois,17,Cook,031,"",0307,"",Tract    0307     in Chicago IL,2490
G17003100308,1930,Illinois,17,Cook,031,"",0308,"",Tract    0308     in Chicago IL,1938
G17003100309,1930,Illinois,17,Cook,031,"",0309,"",Tract    0309     in Chicago IL,9109
G17003100310,1930,Illinois,17,Cook,031,"",0310,"",Tract    0310     in Chicago IL,6122
G17003100311,1930,Illinois,17,Cook,031,"",0311,"",Tract    0311     in Chicago IL,7950
G17003100312,1930,Illinois,17,Cook,031,"",0312,"",Tract    0312     in Chicago IL,3682
G17003100313,1930,Illinois,17,Cook,031,"",0313,"",Tract    0313     in Chicago IL,8884
G17003100314,1930,Illinois,17,Cook,031,"",0314,"",Tract    0314     in Chicago IL,5905
G17003100315,1930,Illinois,17,Cook,031,"",0315,"",Tract    0315     in Chicago IL,2532
G17003100316,1930,Illinois,17,Cook,031,"",0316,"",Tract    0316     in Chicago IL,6586
G17003100317,1930,Illinois,17,Cook,031,"",0317,"",Tract    0317     in Chicago IL,6840
G17003100318,1930,Illinois,17,Cook,031,"",0318,"",Tract    0318     in Chicago IL,5329
G17003100319,1930,Illinois,17,Cook,031,"",0319,"",Tract    0319     in Chicago IL,3116
G17003100320,1930,Illinois,17,Cook,031,"",0320,"",Tract    0320     in Chicago IL,384
G17003100321,1930,Illinois,17,Cook,031,"",0321,"",Tract    0321     in Chicago IL,2630
G17003100322,1930,Illinois,17,Cook,031,"",0322,"",Tract    0322     in Chicago IL,6822
G17003100323,1930,Illinois,17,Cook,031,"",0323,"",Tract    0323     in Chicago IL,5003
G17003100324,1930,Illinois,17,Cook,031,"",0324,"",Tract    0324     in Chicago IL,2805
G17003100325,1930,Illinois,17,Cook,031,"",0325,"",Tract    0325     in Chicago IL,596
G17003100326,1930,Illinois,17,Cook,031,"",0326,"",Tract    0326     in Chicago IL,5133
G17003100327,1930,Illinois,17,Cook,031,"",0327,"",Tract    0327     in Chicago IL,7283
G17003100328,1930,Illinois,17,Cook,031,"",0328,"",Tract    0328     in Chicago IL,2976
G17003100329,1930,Illinois,17,Cook,031,"",0329,"",Tract    0329     in Chicago IL,1101
G17003100330,1930,Illinois,17,Cook,031,"",0330,"",Tract    0330     in Chicago IL,6708
G17003100331,1930,Illinois,17,Cook,031,"",0331,"",Tract    0331     in Chicago IL,5361
G17003100332,1930,Illinois,17,Cook,031,"",0332,"",Tract    0332     in Chicago IL,6119
G17003100333,1930,Illinois,17,Cook,031,"",0333,"",Tract    0333     in Chicago IL,1976
G17003100334,1930,Illinois,17,Cook,031,"",0334,"",Tract    0334     in Chicago IL,6411
G17003100335,1930,Illinois,17,Cook,031,"",0335,"",Tract    0335     in Chicago IL,5561
G17003100336,1930,Illinois,17,Cook,031,"",0336,"",Tract    0336     in Chicago IL,5558
G17003100337,1930,Illinois,17,Cook,031,"",0337,"",Tract    0337     in Chicago IL,3792
G17003100338,1930,Illinois,17,Cook,031,"",0338,"",Tract    0338     in Chicago IL,7836
G17003100339,1930,Illinois,17,Cook,031,"",0339,"",Tract    0339     in Chicago IL,8514
G17003100340,1930,Illinois,17,Cook,031,"",0340,"",Tract    0340     in Chicago IL,10470
G17003100341,1930,Illinois,17,Cook,031,"",0341,"",Tract    0341     in Chicago IL,11363
G17003100342,1930,Illinois,17,Cook,031,"",0342,"",Tract    0342     in Chicago IL,3529
G17003100343,1930,Illinois,17,Cook,031,"",0343,"",Tract    0343     in Chicago IL,11379
G17003100344,1930,Illinois,17,Cook,031,"",0344,"",Tract    0344     in Chicago IL,2188
G17003100345,1930,Illinois,17,Cook,031,"",0345,"",Tract    0345     in Chicago IL,3238
G17003100346,1930,Illinois,17,Cook,031,"",0346,"",Tract    0346     in Chicago IL,3765
G17003100347,1930,Illinois,17,Cook,031,"",0347,"",Tract    0347     in Chicago IL,4036
G17003100348,1930,Illinois,17,Cook,031,"",0348,"",Tract    0348     in Chicago IL,4838
G17003100349,1930,Illinois,17,Cook,031,"",0349,"",Tract    0349     in Chicago IL,6774
G17003100350,1930,Illinois,17,Cook,031,"",0350,"",Tract    0350     in Chicago IL,6573
G17003100351,1930,Illinois,17,Cook,031,"",0351,"",Tract    0351     in Chicago IL,2945
G17003100352,1930,Illinois,17,Cook,031,"",0352,"",Tract    0352     in Chicago IL,7275
G17003100353,1930,Illinois,17,Cook,031,"",0353,"",Tract    0353     in Chicago IL,6741
G17003100354,1930,Illinois,17,Cook,031,"",0354,"",Tract    0354     in Chicago IL,3829
G17003100355,1930,Illinois,17,Cook,031,"",0355,"",Tract    0355     in Chicago IL,1992
G17003100356,1930,Illinois,17,Cook,031,"",0356,"",Tract    0356     in Chicago IL,1105
G17003100357,1930,Illinois,17,Cook,031,"",0357,"",Tract    0357     in Chicago IL,1645
G17003100358,1930,Illinois,17,Cook,031,"",0358,"",Tract    0358     in Chicago IL,3825
G17003100359,1930,Illinois,17,Cook,031,"",0359,"",Tract    0359     in Chicago IL,4324
G17003100360,1930,Illinois,17,Cook,031,"",0360,"",Tract    0360     in Chicago IL,2276
G17003100361,1930,Illinois,17,Cook,031,"",0361,"",Tract    0361     in Chicago IL,1163
G17003100362,1930,Illinois,17,Cook,031,"",0362,"",Tract    0362     in Chicago IL,2945
G17003100363,1930,Illinois,17,Cook,031,"",0363,"",Tract    0363     in Chicago IL,3241
G17003100364,1930,Illinois,17,Cook,031,"",0364,"",Tract    0364     in Chicago IL,2783
G17003100365,1930,Illinois,17,Cook,031,"",0365,"",Tract    0365     in Chicago IL,3197
G17003100366,1930,Illinois,17,Cook,031,"",0366,"",Tract    0366     in Chicago IL,3757
G17003100367,1930,Illinois,17,Cook,031,"",0367,"",Tract    0367     in Chicago IL,3610
G17003100368,1930,Illinois,17,Cook,031,"",0368,"",Tract    0368     in Chicago IL,6828
G17003100369,1930,Illinois,17,Cook,031,"",0369,"",Tract    0369     in Chicago IL,4032
G17003100370,1930,Illinois,17,Cook,031,"",0370,"",Tract    0370     in Chicago IL,1839
G17003100371,1930,Illinois,17,Cook,031,"",0371,"",Tract    0371     in Chicago IL,1445
G17003100372,1930,Illinois,17,Cook,031,"",0372,"",Tract    0372     in Chicago IL,5253
G17003100373,1930,Illinois,17,Cook,031,"",0373,"",Tract    0373     in Chicago IL,5634
G17003100374,1930,Illinois,17,Cook,031,"",0374,"",Tract    0374     in Chicago IL,539
G17003100375,1930,Illinois,17,Cook,031,"",0375,"",Tract    0375     in Chicago IL,1920
G17003100376,1930,Illinois,17,Cook,031,"",0376,"",Tract    0376     in Chicago IL,1989
G17003100377,1930,Illinois,17,Cook,031,"",0377,"",Tract    0377     in Chicago IL,4174
G17003100378,1930,Illinois,17,Cook,031,"",0378,"",Tract    0378     in Chicago IL,3550
G17003100379,1930,Illinois,17,Cook,031,"",0379,"",Tract    0379     in Chicago IL,931
G17003100380,1930,Illinois,17,Cook,031,"",0380,"",Tract    0380     in Chicago IL,593
G17003100381,1930,Illinois,17,Cook,031,"",0381,"",Tract    0381     in Chicago IL,778
G17003100382,1930,Illinois,17,Cook,031,"",0382,"",Tract    0382     in Chicago IL,3269
G17003100383,1930,Illinois,17,Cook,031,"",0383,"",Tract    0383     in Chicago IL,1740
G17003100384,1930,Illinois,17,Cook,031,"",0384,"",Tract    0384     in Chicago IL,1365
G17003100385,1930,Illinois,17,Cook,031,"",0385,"",Tract    0385     in Chicago IL,534
G17003100386,1930,Illinois,17,Cook,031,"",0386,"",Tract    0386     in Chicago IL,727
G17003100387,1930,Illinois,17,Cook,031,"",0387,"",Tract    0387     in Chicago IL,259
G17003100388,1930,Illinois,17,Cook,031,"",0388,"",Tract    0388     in Chicago IL,1062
G17003100389,1930,Illinois,17,Cook,031,"",0389,"",Tract    0389     in Chicago IL,702
G17003100390,1930,Illinois,17,Cook,031,"",0390,"",Tract    0390     in Chicago IL,3390
G17003100391,1930,Illinois,17,Cook,031,"",0391,"",Tract    0391     in Chicago IL,248
G17003100392,1930,Illinois,17,Cook,031,"",0392,"",Tract    0392     in Chicago IL,2782
G17003100393,1930,Illinois,17,Cook,031,"",0393,"",Tract    0393     in Chicago IL,2056
G17003100394,1930,Illinois,17,Cook,031,"",0394,"",Tract    0394     in Chicago IL,505
G17003100395,1930,Illinois,17,Cook,031,"",0395,"",Tract    0395     in Chicago IL,2489
G17003100396,1930,Illinois,17,Cook,031,"",0396,"",Tract    0396     in Chicago IL,1118
G17003100397,1930,Illinois,17,Cook,031,"",0397,"",Tract    0397     in Chicago IL,4467
G17003100398,1930,Illinois,17,Cook,031,"",0398,"",Tract    0398     in Chicago IL,521
G17003100399,1930,Illinois,17,Cook,031,"",0399,"",Tract    0399     in Chicago IL,974
G17003100400,1930,Illinois,17,Cook,031,"",0400,"",Tract    0400     in Chicago IL,451
G17003100401,1930,Illinois,17,Cook,031,"",0401,"",Tract    0401     in Chicago IL,2063
G17003100402,1930,Illinois,17,Cook,031,"",0402,"",Tract    0402     in Chicago IL,2803
G17003100403,1930,Illinois,17,Cook,031,"",0403,"",Tract    0403     in Chicago IL,3424
G17003100404,1930,Illinois,17,Cook,031,"",0404,"",Tract    0404     in Chicago IL,502
G17003100405,1930,Illinois,17,Cook,031,"",0405,"",Tract    0405     in Chicago IL,968
G17003100406,1930,Illinois,17,Cook,031,"",0406,"",Tract    0406     in Chicago IL,353
G17003100407,1930,Illinois,17,Cook,031,"",0407,"",Tract    0407     in Chicago IL,3799
G17003100408,1930,Illinois,17,Cook,031,"",0408,"",Tract    0408     in Chicago IL,2527
G17003100409,1930,Illinois,17,Cook,031,"",0409,"",Tract    0409     in Chicago IL,1106
G17003100410,1930,Illinois,17,Cook,031,"",0410,"",Tract    0410     in Chicago IL,3778
G17003100411,1930,Illinois,17,Cook,031,"",0411,"",Tract    0411     in Chicago IL,1124
G17003100412,1930,Illinois,17,Cook,031,"",0412,"",Tract    0412     in Chicago IL,1308
G17003100413,1930,Illinois,17,Cook,031,"",0413,"",Tract    0413     in Chicago IL,4911
G17003100414,1930,Illinois,17,Cook,031,"",0414,"",Tract    0414     in Chicago IL,3696
G17003100415,1930,Illinois,17,Cook,031,"",0415,"",Tract    0415     in Chicago IL,3626
G17003100416,1930,Illinois,17,Cook,031,"",0416,"",Tract    0416     in Chicago IL,1693
G17003100417,1930,Illinois,17,Cook,031,"",0417,"",Tract    0417     in Chicago IL,975
G17003100418,1930,Illinois,17,Cook,031,"",0418,"",Tract    0418     in Chicago IL,6111
G17003100419,1930,Illinois,17,Cook,031,"",0419,"",Tract    0419     in Chicago IL,4130
G17003100420,1930,Illinois,17,Cook,031,"",0420,"",Tract    0420     in Chicago IL,3009
G17003100421,1930,Illinois,17,Cook,031,"",0421,"",Tract    0421     in Chicago IL,4694
G17003100422,1930,Illinois,17,Cook,031,"",0422,"",Tract    0422     in Chicago IL,3735
G17003100423,1930,Illinois,17,Cook,031,"",0423,"",Tract    0423     in Chicago IL,1154
G17003100424,1930,Illinois,17,Cook,031,"",0424,"",Tract    0424     in Chicago IL,69
G17003100425,1930,Illinois,17,Cook,031,"",0425,"",Tract    0425     in Chicago IL,887
G17003100426,1930,Illinois,17,Cook,031,"",0426,"",Tract    0426     in Chicago IL,1309
G17003100427,1930,Illinois,17,Cook,031,"",0427,"",Tract    0427     in Chicago IL,721
G17003100428,1930,Illinois,17,Cook,031,"",0428,"",Tract    0428     in Chicago IL,5795
G17003100429,1930,Illinois,17,Cook,031,"",0429,"",Tract    0429     in Chicago IL,4540
G17003100430,1930,Illinois,17,Cook,031,"",0430,"",Tract    0430     in Chicago IL,375
G17003100431,1930,Illinois,17,Cook,031,"",0431,"",Tract    0431     in Chicago IL,2418
G17003100432,1930,Illinois,17,Cook,031,"",0432,"",Tract    0432     in Chicago IL,4312
G17003100433,1930,Illinois,17,Cook,031,"",0433,"",Tract    0433     in Chicago IL,2177
G17003100434,1930,Illinois,17,Cook,031,"",0434,"",Tract    0434     in Chicago IL,7271
G17003100435,1930,Illinois,17,Cook,031,"",0435,"",Tract    0435     in Chicago IL,2120
G17003100436,1930,Illinois,17,Cook,031,"",0436,"",Tract    0436     in Chicago IL,2268
G17003100437,1930,Illinois,17,Cook,031,"",0437,"",Tract    0437     in Chicago IL,1394
G17003100438,1930,Illinois,17,Cook,031,"",0438,"",Tract    0438     in Chicago IL,2113
G17003100439,1930,Illinois,17,Cook,031,"",0439,"",Tract    0439     in Chicago IL,1120
G17003100440,1930,Illinois,17,Cook,031,"",0440,"",Tract    0440     in Chicago IL,3660
G17003100441,1930,Illinois,17,Cook,031,"",0441,"",Tract    0441     in Chicago IL,4439
G17003100442,1930,Illinois,17,Cook,031,"",0442,"",Tract    0442     in Chicago IL,2740
G17003100443,1930,Illinois,17,Cook,031,"",0443,"",Tract    0443     in Chicago IL,566
G17003100444,1930,Illinois,17,Cook,031,"",0444,"",Tract    0444     in Chicago IL,2878
G17003100445,1930,Illinois,17,Cook,031,"",0445,"",Tract    0445     in Chicago IL,2198
G17003100446,1930,Illinois,17,Cook,031,"",0446,"",Tract    0446     in Chicago IL,1436
G17003100447,1930,Illinois,17,Cook,031,"",0447,"",Tract    0447     in Chicago IL,2182
G17003100448,1930,Illinois,17,Cook,031,"",0448,"",Tract    0448     in Chicago IL,1428
G17003100449,1930,Illinois,17,Cook,031,"",0449,"",Tract    0449     in Chicago IL,2068
G17003100450,1930,Illinois,17,Cook,031,"",0450,"",Tract    0450     in Chicago IL,21676
G17003100451,1930,Illinois,17,Cook,031,"",0451,"",Tract    0451     in Chicago IL,9761
G17003100452,1930,Illinois,17,Cook,031,"",0452,"",Tract    0452     in Chicago IL,9584
G17003100453,1930,Illinois,17,Cook,031,"",0453,"",Tract    0453     in Chicago IL,2041
G17003100454,1930,Illinois,17,Cook,031,"",0454,"",Tract    0454     in Chicago IL,4689
G17003100455,1930,Illinois,17,Cook,031,"",0455,"",Tract    0455     in Chicago IL,2847
G17003100456,1930,Illinois,17,Cook,031,"",0456,"",Tract    0456     in Chicago IL,102
G17003100457,1930,Illinois,17,Cook,031,"",0457,"",Tract    0457     in Chicago IL,4475
G17003100458,1930,Illinois,17,Cook,031,"",0458,"",Tract    0458     in Chicago IL,0
G17003100459,1930,Illinois,17,Cook,031,"",0459,"",Tract    0459     in Chicago IL,1942
G17003100460,1930,Illinois,17,Cook,031,"",0460,"",Tract    0460     in Chicago IL,14818
G17003100461,1930,Illinois,17,Cook,031,"",0461,"",Tract    0461     in Chicago IL,4422
G17003100462,1930,Illinois,17,Cook,031,"",0462,"",Tract    0462     in Chicago IL,6002
G17003100463,1930,Illinois,17,Cook,031,"",0463,"",Tract    0463     in Chicago IL,6806
G17003100464,1930,Illinois,17,Cook,031,"",0464,"",Tract    0464     in Chicago IL,2670
G17003100465,1930,Illinois,17,Cook,031,"",0465,"",Tract    0465     in Chicago IL,0
G17003100466,1930,Illinois,17,Cook,031,"",0466,"",Tract    0466     in Chicago IL,1629
G17003100467,1930,Illinois,17,Cook,031,"",0467,"",Tract    0467     in Chicago IL,1602
G17003100468,1930,Illinois,17,Cook,031,"",0468,"",Tract    0468     in Chicago IL,1624
G17003100469,1930,Illinois,17,Cook,031,"",0469,"",Tract    0469     in Chicago IL,1897
G17003100470,1930,Illinois,17,Cook,031,"",0470,"",Tract    0470     in Chicago IL,1484
G17003100471,1930,Illinois,17,Cook,031,"",0471,"",Tract    0471     in Chicago IL,3808
G17003100472,1930,Illinois,17,Cook,031,"",0472,"",Tract    0472     in Chicago IL,1292
G17003100473,1930,Illinois,17,Cook,031,"",0473,"",Tract    0473     in Chicago IL,1663
G17003100474,1930,Illinois,17,Cook,031,"",0474,"",Tract    0474     in Chicago IL,4163
G17003100475,1930,Illinois,17,Cook,031,"",0475,"",Tract    0475     in Chicago IL,0
G17003100476,1930,Illinois,17,Cook,031,"",0476,"",Tract    0476     in Chicago IL,3366
G17003100477,1930,Illinois,17,Cook,031,"",0477,"",Tract    0477     in Chicago IL,12262
G17003100478,1930,Illinois,17,Cook,031,"",0478,"",Tract    0478     in Chicago IL,8193
G17003100479,1930,Illinois,17,Cook,031,"",0479,"",Tract    0479     in Chicago IL,1462
G17003100480,1930,Illinois,17,Cook,031,"",0480,"",Tract    0480     in Chicago IL,2797
G17003100481,1930,Illinois,17,Cook,031,"",0481,"",Tract    0481     in Chicago IL,3194
G17003100482,1930,Illinois,17,Cook,031,"",0482,"",Tract    0482     in Chicago IL,511
G17003100483,1930,Illinois,17,Cook,031,"",0483,"",Tract    0483     in Chicago IL,4490
G17003100484,1930,Illinois,17,Cook,031,"",0484,"",Tract    0484     in Chicago IL,5334
G17003100485,1930,Illinois,17,Cook,031,"",0485,"",Tract    0485     in Chicago IL,425
G17003100486,1930,Illinois,17,Cook,031,"",0486,"",Tract    0486     in Chicago IL,242
G17003100487,1930,Illinois,17,Cook,031,"",0487,"",Tract    0487     in Chicago IL,1810
G17003100488,1930,Illinois,17,Cook,031,"",0488,"",Tract    0488     in Chicago IL,6950
G17003100489,1930,Illinois,17,Cook,031,"",0489,"",Tract    0489     in Chicago IL,3204
G17003100490,1930,Illinois,17,Cook,031,"",0490,"",Tract    0490     in Chicago IL,4717
G17003100491,1930,Illinois,17,Cook,031,"",0491,"",Tract    0491     in Chicago IL,3531
G17003100492,1930,Illinois,17,Cook,031,"",0492,"",Tract    0492     in Chicago IL,1313
G17003100493,1930,Illinois,17,Cook,031,"",0493,"",Tract    0493     in Chicago IL,2005
G17003100494,1930,Illinois,17,Cook,031,"",0494,"",Tract    0494     in Chicago IL,17
G17003100495,1930,Illinois,17,Cook,031,"",0495,"",Tract    0495     in Chicago IL,3071
G17003100496,1930,Illinois,17,Cook,031,"",0496,"",Tract    0496     in Chicago IL,10197
G17003100497,1930,Illinois,17,Cook,031,"",0497,"",Tract    0497     in Chicago IL,2731
G17003100498,1930,Illinois,17,Cook,031,"",0498,"",Tract    0498     in Chicago IL,29
G17003100499,1930,Illinois,17,Cook,031,"",0499,"",Tract    0499     in Chicago IL,2560
G17003100500,1930,Illinois,17,Cook,031,"",0500,"",Tract    0500     in Chicago IL,3639
G17003100501,1930,Illinois,17,Cook,031,"",0501,"",Tract    0501     in Chicago IL,5865
G17003100502,1930,Illinois,17,Cook,031,"",0502,"",Tract    0502     in Chicago IL,1277
G17003100503,1930,Illinois,17,Cook,031,"",0503,"",Tract    0503     in Chicago IL,41
G17003100504,1930,Illinois,17,Cook,031,"",0504,"",Tract    0504     in Chicago IL,156
G17003100505,1930,Illinois,17,Cook,031,"",0505,"",Tract    0505     in Chicago IL,8667
G17003100506,1930,Illinois,17,Cook,031,"",0506,"",Tract    0506     in Chicago IL,6407
G17003100507,1930,Illinois,17,Cook,031,"",0507,"",Tract    0507     in Chicago IL,601
G17003100508,1930,Illinois,17,Cook,031,"",0508,"",Tract    0508     in Chicago IL,9320
G17003100509,1930,Illinois,17,Cook,031,"",0509,"",Tract    0509     in Chicago IL,7711
G17003100510,1930,Illinois,17,Cook,031,"",0510,"",Tract    0510     in Chicago IL,3926
G17003100511,1930,Illinois,17,Cook,031,"",0511,"",Tract    0511     in Chicago IL,686
G17003100512,1930,Illinois,17,Cook,031,"",0512,"",Tract    0512     in Chicago IL,6
G17003100513,1930,Illinois,17,Cook,031,"",0513,"",Tract    0513     in Chicago IL,252
G17003100514,1930,Illinois,17,Cook,031,"",0514,"",Tract    0514     in Chicago IL,2659
G17003100515,1930,Illinois,17,Cook,031,"",0515,"",Tract    0515     in Chicago IL,862
G17003100516,1930,Illinois,17,Cook,031,"",0516,"",Tract    0516     in Chicago IL,3386
G17003100517,1930,Illinois,17,Cook,031,"",0517,"",Tract    0517     in Chicago IL,4981
G17003100518,1930,Illinois,17,Cook,031,"",0518,"",Tract    0518     in Chicago IL,56
G17003100519,1930,Illinois,17,Cook,031,"",0519,"",Tract    0519     in Chicago IL,2239
G17003100520,1930,Illinois,17,Cook,031,"",0520,"",Tract    0520     in Chicago IL,1236
G17003100521,1930,Illinois,17,Cook,031,"",0521,"",Tract    0521     in Chicago IL,874
G17003100522,1930,Illinois,17,Cook,031,"",0522,"",Tract    0522     in Chicago IL,1030
G17003100523,1930,Illinois,17,Cook,031,"",0523,"",Tract    0523     in Chicago IL,778
G17003100524,1930,Illinois,17,Cook,031,"",0524,"",Tract    0524     in Chicago IL,6665
G17003100525,1930,Illinois,17,Cook,031,"",0525,"",Tract    0525     in Chicago IL,517
G17003100526,1930,Illinois,17,Cook,031,"",0526,"",Tract    0526     in Chicago IL,2068
G17003100527,1930,Illinois,17,Cook,031,"",0527,"",Tract    0527     in Chicago IL,1763
G17003100528,1930,Illinois,17,Cook,031,"",0528,"",Tract    0528     in Chicago IL,1136
G17003100529,1930,Illinois,17,Cook,031,"",0529,"",Tract    0529     in Chicago IL,145
G17003100530,1930,Illinois,17,Cook,031,"",0530,"",Tract    0530     in Chicago IL,439
G17003100531,1930,Illinois,17,Cook,031,"",0531,"",Tract    0531     in Chicago IL,221
G17003100532,1930,Illinois,17,Cook,031,"",0532,"",Tract    0532     in Chicago IL,916
G17003100533,1930,Illinois,17,Cook,031,"",0533,"",Tract    0533     in Chicago IL,684
G17003100534,1930,Illinois,17,Cook,031,"",0534,"",Tract    0534     in Chicago IL,1805
G17003100535,1930,Illinois,17,Cook,031,"",0535,"",Tract    0535     in Chicago IL,1315
G17003100536,1930,Illinois,17,Cook,031,"",0536,"",Tract    0536     in Chicago IL,493
G17003100537,1930,Illinois,17,Cook,031,"",0537,"",Tract    0537     in Chicago IL,484
G17003100538,1930,Illinois,17,Cook,031,"",0538,"",Tract    0538     in Chicago IL,2021
G17003100539,1930,Illinois,17,Cook,031,"",0539,"",Tract    0539     in Chicago IL,2465
G17003100540,1930,Illinois,17,Cook,031,"",0540,"",Tract    0540     in Chicago IL,512
G17003100541,1930,Illinois,17,Cook,031,"",0541,"",Tract    0541     in Chicago IL,1617
G17003100542,1930,Illinois,17,Cook,031,"",0542,"",Tract    0542     in Chicago IL,2913
G17003100543,1930,Illinois,17,Cook,031,"",0543,"",Tract    0543     in Chicago IL,2830
G17003100544,1930,Illinois,17,Cook,031,"",0544,"",Tract    0544     in Chicago IL,820
G17003100545,1930,Illinois,17,Cook,031,"",0545,"",Tract    0545     in Chicago IL,701
G17003100546,1930,Illinois,17,Cook,031,"",0546,"",Tract    0546     in Chicago IL,1445
G17003100547,1930,Illinois,17,Cook,031,"",0547,"",Tract    0547     in Chicago IL,4036
G17003100548,1930,Illinois,17,Cook,031,"",0548,"",Tract    0548     in Chicago IL,3414
G17003100549,1930,Illinois,17,Cook,031,"",0549,"",Tract    0549     in Chicago IL,3339
G17003100550,1930,Illinois,17,Cook,031,"",0550,"",Tract    0550     in Chicago IL,1340
G17003100551,1930,Illinois,17,Cook,031,"",0551,"",Tract    0551     in Chicago IL,481
G17003100552,1930,Illinois,17,Cook,031,"",0552,"",Tract    0552     in Chicago IL,3614
G17003100553,1930,Illinois,17,Cook,031,"",0553,"",Tract    0553     in Chicago IL,4870
G17003100554,1930,Illinois,17,Cook,031,"",0554,"",Tract    0554     in Chicago IL,4596
G17003100555,1930,Illinois,17,Cook,031,"",0555,"",Tract    0555     in Chicago IL,3721
G17003100556,1930,Illinois,17,Cook,031,"",0556,"",Tract    0556     in Chicago IL,1351
G17003100557,1930,Illinois,17,Cook,031,"",0557,"",Tract    0557     in Chicago IL,6220
G17003100558,1930,Illinois,17,Cook,031,"",0558,"",Tract    0558     in Chicago IL,1119
G17003100559,1930,Illinois,17,Cook,031,"",0559,"",Tract    0559     in Chicago IL,4139
G17003100560,1930,Illinois,17,Cook,031,"",0560,"",Tract    0560     in Chicago IL,3057
G17003100561,1930,Illinois,17,Cook,031,"",0561,"",Tract    0561     in Chicago IL,3076
G17003100562,1930,Illinois,17,Cook,031,"",0562,"",Tract    0562     in Chicago IL,3571
G17003100563,1930,Illinois,17,Cook,031,"",0563,"",Tract    0563     in Chicago IL,654
G17003100564,1930,Illinois,17,Cook,031,"",0564,"",Tract    0564     in Chicago IL,1519
G17003100565,1930,Illinois,17,Cook,031,"",0565,"",Tract    0565     in Chicago IL,3215
G17003100566,1930,Illinois,17,Cook,031,"",0566,"",Tract    0566     in Chicago IL,812
G17003100567,1930,Illinois,17,Cook,031,"",0567,"",Tract    0567     in Chicago IL,2619
G17003100568,1930,Illinois,17,Cook,031,"",0568,"",Tract    0568     in Chicago IL,5
G17003100569,1930,Illinois,17,Cook,031,"",0569,"",Tract    0569     in Chicago IL,3584
G17003100570,1930,Illinois,17,Cook,031,"",0570,"",Tract    0570     in Chicago IL,1136
G17003100571,1930,Illinois,17,Cook,031,"",0571,"",Tract    0571     in Chicago IL,408
G17003100572,1930,Illinois,17,Cook,031,"",0572,"",Tract    0572     in Chicago IL,485
G17003100573,1930,Illinois,17,Cook,031,"",0573,"",Tract    0573     in Chicago IL,1220
G17003100574,1930,Illinois,17,Cook,031,"",0574,"",Tract    0574     in Chicago IL,3222
G17003100575,1930,Illinois,17,Cook,031,"",0575,"",Tract    0575     in Chicago IL,7815
G17003100576,1930,Illinois,17,Cook,031,"",0576,"",Tract    0576     in Chicago IL,4699
G17003100577,1930,Illinois,17,Cook,031,"",0577,"",Tract    0577     in Chicago IL,5557
G17003100578,1930,Illinois,17,Cook,031,"",0578,"",Tract    0578     in Chicago IL,3666
G17003100579,1930,Illinois,17,Cook,031,"",0579,"",Tract    0579     in Chicago IL,1564
G17003100580,1930,Illinois,17,Cook,031,"",0580,"",Tract    0580     in Chicago IL,1116
G17003100581,1930,Illinois,17,Cook,031,"",0581,"",Tract    0581     in Chicago IL,4219
G17003100582,1930,Illinois,17,Cook,031,"",0582,"",Tract    0582     in Chicago IL,6299
