GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,PRETRACTA,TRACTA,POSTTRCTA,AREANAME,BHI001
GIS Join match code,Datafile year,State Name,State Code,County Name,County Code,Census Tract Prefix Code,Census Tract Code,Census Tract Suffix Code,Area name,Total
G17003100583,1930,Illinois,17,Cook,031,"",0583,"",Tract    0583     in Chicago IL,6345
G17003100584,1930,Illinois,17,Cook,031,"",0584,"",Tract    0584     in Chicago IL,4549
G17003100585,1930,Illinois,17,Cook,031,"",0585,"",Tract    0585     in Chicago IL,3195
G17003100586,1930,Illinois,17,Cook,031,"",0586,"",Tract    0586     in Chicago IL,6888
G17003100587,1930,Illinois,17,Cook,031,"",0587,"",Tract    0587     in Chicago IL,4971
G17003100588,1930,Illinois,17,Cook,031,"",0588,"",Tract    0588     in Chicago IL,1245
G17003100589,1930,Illinois,17,Cook,031,"",0589,"",Tract    0589     in Chicago IL,5619
G17003100590,1930,Illinois,17,Cook,031,"",0590,"",Tract    0590     in Chicago IL,1332
G17003100591,1930,Illinois,17,Cook,031,"",0591,"",Tract    0591     in Chicago IL,8127
G17003100592,1930,Illinois,17,Cook,031,"",0592,"",Tract    0592     in Chicago IL,5357
G17003100593,1930,Illinois,17,Cook,031,"",0593,"",Tract    0593     in Chicago IL,4464
G17003100594,1930,Illinois,17,Cook,031,"",0594,"",Tract    0594     in Chicago IL,4622
G17003100595,1930,Illinois,17,Cook,031,"",0595,"",Tract    0595     in Chicago IL,4832
G17003100596,1930,Illinois,17,Cook,031,"",0596,"",Tract    0596     in Chicago IL,3683
G17003100597,1930,Illinois,17,Cook,031,"",0597,"",Tract    0597     in Chicago IL,2297
G17003100598,1930,Illinois,17,Cook,031,"",0598,"",Tract    0598     in Chicago IL,3105
G17003100599,1930,Illinois,17,Cook,031,"",0599,"",Tract    0599     in Chicago IL,3939
G17003100600,1930,Illinois,17,Cook,031,"",0600,"",Tract    0600     in Chicago IL,2601
G17003100601,1930,Illinois,17,Cook,031,"",0601,"",Tract    0601     in Chicago IL,6401
G17003100602,1930,Illinois,17,Cook,031,"",0602,"",Tract    0602     in Chicago IL,7275
G17003100603,1930,Illinois,17,Cook,031,"",0603,"",Tract    0603     in Chicago IL,5758
G17003100604,1930,Illinois,17,Cook,031,"",0604,"",Tract    0604     in Chicago IL,9192
G17003100605,1930,Illinois,17,Cook,031,"",0605,"",Tract    0605     in Chicago IL,3677
G17003100606,1930,Illinois,17,Cook,031,"",0606,"",Tract    0606     in Chicago IL,3468
G17003100607,1930,Illinois,17,Cook,031,"",0607,"",Tract    0607     in Chicago IL,5644
G17003100608,1930,Illinois,17,Cook,031,"",0608,"",Tract    0608     in Chicago IL,967
G17003100609,1930,Illinois,17,Cook,031,"",0609,"",Tract    0609     in Chicago IL,1298
G17003100610,1930,Illinois,17,Cook,031,"",0610,"",Tract    0610     in Chicago IL,1871
G17003100611,1930,Illinois,17,Cook,031,"",0611,"",Tract    0611     in Chicago IL,2662
G17003100612,1930,Illinois,17,Cook,031,"",0612,"",Tract    0612     in Chicago IL,4973
G17003100613,1930,Illinois,17,Cook,031,"",0613,"",Tract    0613     in Chicago IL,4356
G17003100614,1930,Illinois,17,Cook,031,"",0614,"",Tract    0614     in Chicago IL,5178
G17003100615,1930,Illinois,17,Cook,031,"",0615,"",Tract    0615     in Chicago IL,4486
G17003100616,1930,Illinois,17,Cook,031,"",0616,"",Tract    0616     in Chicago IL,5432
G17003100617,1930,Illinois,17,Cook,031,"",0617,"",Tract    0617     in Chicago IL,4131
G17003100618,1930,Illinois,17,Cook,031,"",0618,"",Tract    0618     in Chicago IL,1546
G17003100619,1930,Illinois,17,Cook,031,"",0619,"",Tract    0619     in Chicago IL,3019
G17003100620,1930,Illinois,17,Cook,031,"",0620,"",Tract    0620     in Chicago IL,4182
G17003100621,1930,Illinois,17,Cook,031,"",0621,"",Tract    0621     in Chicago IL,3044
G17003100622,1930,Illinois,17,Cook,031,"",0622,"",Tract    0622     in Chicago IL,872
G17003100623,1930,Illinois,17,Cook,031,"",0623,"",Tract    0623     in Chicago IL,4920
G17003100624,1930,Illinois,17,Cook,031,"",0624,"",Tract    0624     in Chicago IL,3204
G17003100625,1930,Illinois,17,Cook,031,"",0625,"",Tract    0625     in Chicago IL,8689
G17003100626,1930,Illinois,17,Cook,031,"",0626,"",Tract    0626     in Chicago IL,3493
G17003100627,1930,Illinois,17,Cook,031,"",0627,"",Tract    0627     in Chicago IL,7272
G17003100628,1930,Illinois,17,Cook,031,"",0628,"",Tract    0628     in Chicago IL,4771
G17003100629,1930,Illinois,17,Cook,031,"",0629,"",Tract    0629     in Chicago IL,6228
G17003100630,1930,Illinois,17,Cook,031,"",0630,"",Tract    0630     in Chicago IL,6295
G17003100631,1930,Illinois,17,Cook,031,"",0631,"",Tract    0631     in Chicago IL,6589
G17003100632,1930,Illinois,17,Cook,031,"",0632,"",Tract    0632     in Chicago IL,4312
G17003100633,1930,Illinois,17,Cook,031,"",0633,"",Tract    0633     in Chicago IL,8043
G17003100634,1930,Illinois,17,Cook,031,"",0634,"",Tract    0634     in Chicago IL,2236
G17003100635,1930,Illinois,17,Cook,031,"",0635,"",Tract    0635     in Chicago IL,8129
G17003100636,1930,Illinois,17,Cook,031,"",0636,"",Tract    0636     in Chicago IL,12779
G17003100637,1930,Illinois,17,Cook,031,"",0637,"",Tract    0637     in Chicago IL,2132
G17003100638,1930,Illinois,17,Cook,031,"",0638,"",Tract    0638     in Chicago IL,2950
G17003100639,1930,Illinois,17,Cook,031,"",0639,"",Tract    0639     in Chicago IL,6130
G17003100640,1930,Illinois,17,Cook,031,"",0640,"",Tract    0640     in Chicago IL,2258
G17003100641,1930,Illinois,17,Cook,031,"",0641,"",Tract    0641     in Chicago IL,2694
G17003100642,1930,Illinois,17,Cook,031,"",0642,"",Tract    0642     in Chicago IL,19005
G17003100643,1930,Illinois,17,Cook,031,"",0643,"",Tract    0643     in Chicago IL,3651
G17003100644,1930,Illinois,17,Cook,031,"",0644,"",Tract    0644     in Chicago IL,6409
G17003100645,1930,Illinois,17,Cook,031,"",0645,"",Tract    0645     in Chicago IL,5595
G17003100646,1930,Illinois,17,Cook,031,"",0646,"",Tract    0646     in Chicago IL,4838
G17003100647,1930,Illinois,17,Cook,031,"",0647,"",Tract    0647     in Chicago IL,2185
G17003100648,1930,Illinois,17,Cook,031,"",0648,"",Tract    0648     in Chicago IL,3815
G17003100649,1930,Illinois,17,Cook,031,"",0649,"",Tract    0649     in Chicago IL,9853
G17003100650,1930,Illinois,17,Cook,031,"",0650,"",Tract    0650     in Chicago IL,9513
G17003100651,1930,Illinois,17,Cook,031,"",0651,"",Tract    0651     in Chicago IL,557
G17003100652,1930,Illinois,17,Cook,031,"",0652,"",Tract    0652     in Chicago IL,1933
G17003100653,1930,Illinois,17,Cook,031,"",0653,"",Tract    0653     in Chicago IL,862
G17003100654,1930,Illinois,17,Cook,031,"",0654,"",Tract    0654     in Chicago IL,2
G17003100655,1930,Illinois,17,Cook,031,"",0655,"",Tract    0655     in Chicago IL,3
G17003100656,1930,Illinois,17,Cook,031,"",0656,"",Tract    0656     in Chicago IL,4396
G17003100657,1930,Illinois,17,Cook,031,"",0657,"",Tract    0657     in Chicago IL,4419
G17003100658,1930,Illinois,17,Cook,031,"",0658,"",Tract    0658     in Chicago IL,875
G17003100659,1930,Illinois,17,Cook,031,"",0659,"",Tract    0659     in Chicago IL,3643
G17003100660,1930,Illinois,17,Cook,031,"",0660,"",Tract    0660     in Chicago IL,601
G17003100661,1930,Illinois,17,Cook,031,"",0661,"",Tract    0661     in Chicago IL,5779
G17003100662,1930,Illinois,17,Cook,031,"",0662,"",Tract    0662     in Chicago IL,7265
G17003100663,1930,Illinois,17,Cook,031,"",0663,"",Tract    0663     in Chicago IL,3972
G17003100664,1930,Illinois,17,Cook,031,"",0664,"",Tract    0664     in Chicago IL,12203
G17003100665,1930,Illinois,17,Cook,031,"",0665,"",Tract    0665     in Chicago IL,6207
G17003100666,1930,Illinois,17,Cook,031,"",0666,"",Tract    0666     in Chicago IL,7516
G17003100667,1930,Illinois,17,Cook,031,"",0667,"",Tract    0667     in Chicago IL,6126
G17003100668,1930,Illinois,17,Cook,031,"",0668,"",Tract    0668     in Chicago IL,2347
G17003100669,1930,Illinois,17,Cook,031,"",0669,"",Tract    0669     in Chicago IL,3801
G17003100670,1930,Illinois,17,Cook,031,"",0670,"",Tract    0670     in Chicago IL,3433
G17003100671,1930,Illinois,17,Cook,031,"",0671,"",Tract    0671     in Chicago IL,3813
G17003100672,1930,Illinois,17,Cook,031,"",0672,"",Tract    0672     in Chicago IL,0
G17003100673,1930,Illinois,17,Cook,031,"",0673,"",Tract    0673     in Chicago IL,3483
G17003100674,1930,Illinois,17,Cook,031,"",0674,"",Tract    0674     in Chicago IL,0
G17003100675,1930,Illinois,17,Cook,031,"",0675,"",Tract    0675     in Chicago IL,227
G17003100676,1930,Illinois,17,Cook,031,"",0676,"",Tract    0676     in Chicago IL,784
G17003100677,1930,Illinois,17,Cook,031,"",0677,"",Tract    0677     in Chicago IL,1396
G17003100678,1930,Illinois,17,Cook,031,"",0678,"",Tract    0678     in Chicago IL,1737
G17003100679,1930,Illinois,17,Cook,031,"",0679,"",Tract    0679     in Chicago IL,2820
G17003100680,1930,Illinois,17,Cook,031,"",0680,"",Tract    0680     in Chicago IL,379
G17003100681,1930,Illinois,17,Cook,031,"",0681,"",Tract    0681     in Chicago IL,794
G17003100682,1930,Illinois,17,Cook,031,"",0682,"",Tract    0682     in Chicago IL,725
G17003100683,1930,Illinois,17,Cook,031,"",0683,"",Tract    0683     in Chicago IL,454
G17003100684,1930,Illinois,17,Cook,031,"",0684,"",Tract    0684     in Chicago IL,2
G17003100685,1930,Illinois,17,Cook,031,"",0685,"",Tract    0685     in Chicago IL,608
G17003100686,1930,Illinois,17,Cook,031,"",0686,"",Tract    0686     in Chicago IL,223
G17003100687,1930,Illinois,17,Cook,031,"",0687,"",Tract    0687     in Chicago IL,2854
G17003100688,1930,Illinois,17,Cook,031,"",0688,"",Tract    0688     in Chicago IL,8464
G17003100689,1930,Illinois,17,Cook,031,"",0689,"",Tract    0689     in Chicago IL,5758
G17003100690,1930,Illinois,17,Cook,031,"",0690,"",Tract    0690     in Chicago IL,2596
G17003100691,1930,Illinois,17,Cook,031,"",0691,"",Tract    0691     in Chicago IL,9565
G17003100692,1930,Illinois,17,Cook,031,"",0692,"",Tract    0692     in Chicago IL,4770
G17003100693,1930,Illinois,17,Cook,031,"",0693,"",Tract    0693     in Chicago IL,2532
G17003100694,1930,Illinois,17,Cook,031,"",0694,"",Tract    0694     in Chicago IL,2572
G17003100695,1930,Illinois,17,Cook,031,"",0695,"",Tract    0695     in Chicago IL,1289
G17003100696,1930,Illinois,17,Cook,031,"",0696,"",Tract    0696     in Chicago IL,0
G17003100697,1930,Illinois,17,Cook,031,"",0697,"",Tract    0697     in Chicago IL,301
G17003100698,1930,Illinois,17,Cook,031,"",0698,"",Tract    0698     in Chicago IL,2228
G17003100699,1930,Illinois,17,Cook,031,"",0699,"",Tract    0699     in Chicago IL,4176
G17003100700,1930,Illinois,17,Cook,031,"",0700,"",Tract    0700     in Chicago IL,159
G17003100701,1930,Illinois,17,Cook,031,"",0701,"",Tract    0701     in Chicago IL,3452
G17003100702,1930,Illinois,17,Cook,031,"",0702,"",Tract    0702     in Chicago IL,58
G17003100703,1930,Illinois,17,Cook,031,"",0703,"",Tract    0703     in Chicago IL,3641
G17003100704,1930,Illinois,17,Cook,031,"",0704,"",Tract    0704     in Chicago IL,588
G17003100705,1930,Illinois,17,Cook,031,"",0705,"",Tract    0705     in Chicago IL,2637
G17003100706,1930,Illinois,17,Cook,031,"",0706,"",Tract    0706     in Chicago IL,4924
G17003100707,1930,Illinois,17,Cook,031,"",0707,"",Tract    0707     in Chicago IL,4326
G17003100708,1930,Illinois,17,Cook,031,"",0708,"",Tract    0708     in Chicago IL,3956
G17003100709,1930,Illinois,17,Cook,031,"",0709,"",Tract    0709     in Chicago IL,513
G17003100710,1930,Illinois,17,Cook,031,"",0710,"",Tract    0710     in Chicago IL,483
G17003100711,1930,Illinois,17,Cook,031,"",0711,"",Tract    0711     in Chicago IL,2089
G17003100712,1930,Illinois,17,Cook,031,"",0712,"",Tract    0712     in Chicago IL,5257
G17003100713,1930,Illinois,17,Cook,031,"",0713,"",Tract    0713     in Chicago IL,2594
G17003100714,1930,Illinois,17,Cook,031,"",0714,"",Tract    0714     in Chicago IL,8949
G17003100715,1930,Illinois,17,Cook,031,"",0715,"",Tract    0715     in Chicago IL,9585
G17003100716,1930,Illinois,17,Cook,031,"",0716,"",Tract    0716     in Chicago IL,0
G17003100717,1930,Illinois,17,Cook,031,"",0717,"",Tract    0717     in Chicago IL,1486
G17003100718,1930,Illinois,17,Cook,031,"",0718,"",Tract    0718     in Chicago IL,7118
G17003100719,1930,Illinois,17,Cook,031,"",0719,"",Tract    0719     in Chicago IL,772
G17003100720,1930,Illinois,17,Cook,031,"",0720,"",Tract    0720     in Chicago IL,204
G17003100721,1930,Illinois,17,Cook,031,"",0721,"",Tract    0721     in Chicago IL,114
G17003100722,1930,Illinois,17,Cook,031,"",0722,"",Tract    0722     in Chicago IL,13
G17003100723,1930,Illinois,17,Cook,031,"",0723,"",Tract    0723     in Chicago IL,0
G17003100724,1930,Illinois,17,Cook,031,"",0724,"",Tract    0724     in Chicago IL,0
G17003100725,1930,Illinois,17,Cook,031,"",0725,"",Tract    0725     in Chicago IL,775
G17003100726,1930,Illinois,17,Cook,031,"",0726,"",Tract    0726     in Chicago IL,822
G17003100727,1930,Illinois,17,Cook,031,"",0727,"",Tract    0727     in Chicago IL,1424
G17003100728,1930,Illinois,17,Cook,031,"",0728,"",Tract    0728     in Chicago IL,553
G17003100729,1930,Illinois,17,Cook,031,"",0729,"",Tract    0729     in Chicago IL,1515
G17003100730,1930,Illinois,17,Cook,031,"",0730,"",Tract    0730     in Chicago IL,53
G17003100731,1930,Illinois,17,Cook,031,"",0731,"",Tract    0731     in Chicago IL,0
G17003100732,1930,Illinois,17,Cook,031,"",0732,"",Tract    0732     in Chicago IL,571
G17003100733,1930,Illinois,17,Cook,031,"",0733,"",Tract    0733     in Chicago IL,6
G17003100734,1930,Illinois,17,Cook,031,"",0734,"",Tract    0734     in Chicago IL,705
G17003100735,1930,Illinois,17,Cook,031,"",0735,"",Tract    0735     in Chicago IL,1510
G17003100736,1930,Illinois,17,Cook,031,"",0736,"",Tract    0736     in Chicago IL,559
G17003100737,1930,Illinois,17,Cook,031,"",0737,"",Tract    0737     in Chicago IL,4272
G17003100738,1930,Illinois,17,Cook,031,"",0738,"",Tract    0738     in Chicago IL,1074
G17003100739,1930,Illinois,17,Cook,031,"",0739,"",Tract    0739     in Chicago IL,3119
G17003100740,1930,Illinois,17,Cook,031,"",0740,"",Tract    0740     in Chicago IL,3714
G17003100741,1930,Illinois,17,Cook,031,"",0741,"",Tract    0741     in Chicago IL,2580
G17003100742,1930,Illinois,17,Cook,031,"",0742,"",Tract    0742     in Chicago IL,1682
G17003100743,1930,Illinois,17,Cook,031,"",0743,"",Tract    0743     in Chicago IL,2175
G17003100744,1930,Illinois,17,Cook,031,"",0744,"",Tract    0744     in Chicago IL,0
G17003100745,1930,Illinois,17,Cook,031,"",0745,"",Tract    0745     in Chicago IL,11417
G17003100746,1930,Illinois,17,Cook,031,"",0746,"",Tract    0746     in Chicago IL,6899
G17003100747,1930,Illinois,17,Cook,031,"",0747,"",Tract    0747     in Chicago IL,5794
G17003100748,1930,Illinois,17,Cook,031,"",0748,"",Tract    0748     in Chicago IL,5873
G17003100749,1930,Illinois,17,Cook,031,"",0749,"",Tract    0749     in Chicago IL,2215
G17003100750,1930,Illinois,17,Cook,031,"",0750,"",Tract    0750     in Chicago IL,1079
G17003100751,1930,Illinois,17,Cook,031,"",0751,"",Tract    0751     in Chicago IL,5
G17003100752,1930,Illinois,17,Cook,031,"",0752,"",Tract    0752     in Chicago IL,4247
G17003100753,1930,Illinois,17,Cook,031,"",0753,"",Tract    0753     in Chicago IL,544
G17003100754,1930,Illinois,17,Cook,031,"",0754,"",Tract    0754     in Chicago IL,5400
G17003100755,1930,Illinois,17,Cook,031,"",0755,"",Tract    0755     in Chicago IL,5451
G17003100756,1930,Illinois,17,Cook,031,"",0756,"",Tract    0756     in Chicago IL,1416
G17003100757,1930,Illinois,17,Cook,031,"",0757,"",Tract    0757     in Chicago IL,727
G17003100758,1930,Illinois,17,Cook,031,"",0758,"",Tract    0758     in Chicago IL,3360
G17003100759,1930,Illinois,17,Cook,031,"",0759,"",Tract    0759     in Chicago IL,887
G17003100760,1930,Illinois,17,Cook,031,"",0760,"",Tract    0760     in Chicago IL,1585
G17003100761,1930,Illinois,17,Cook,031,"",0761,"",Tract    0761     in Chicago IL,2391
G17003100762,1930,Illinois,17,Cook,031,"",0762,"",Tract    0762     in Chicago IL,2485
G17003100763,1930,Illinois,17,Cook,031,"",0763,"",Tract    0763     in Chicago IL,292
G17003100764,1930,Illinois,17,Cook,031,"",0764,"",Tract    0764     in Chicago IL,928
G17003100765,1930,Illinois,17,Cook,031,"",0765,"",Tract    0765     in Chicago IL,5665
G17003100766,1930,Illinois,17,Cook,031,"",0766,"",Tract    0766     in Chicago IL,268
G17003100767,1930,Illinois,17,Cook,031,"",0767,"",Tract    0767     in Chicago IL,2766
G17003100768,1930,Illinois,17,Cook,031,"",0768,"",Tract    0768     in Chicago IL,5301
G17003100769,1930,Illinois,17,Cook,031,"",0769,"",Tract    0769     in Chicago IL,4551
G17003100770,1930,Illinois,17,Cook,031,"",0770,"",Tract    0770     in Chicago IL,6497
G17003100771,1930,Illinois,17,Cook,031,"",0771,"",Tract    0771     in Chicago IL,6677
G17003100772,1930,Illinois,17,Cook,031,"",0772,"",Tract    0772     in Chicago IL,732
G17003100773,1930,Illinois,17,Cook,031,"",0773,"",Tract    0773     in Chicago IL,2869
G17003100774,1930,Illinois,17,Cook,031,"",0774,"",Tract    0774     in Chicago IL,537
G17003100775,1930,Illinois,17,Cook,031,"",0775,"",Tract    0775     in Chicago IL,115
G17003100776,1930,Illinois,17,Cook,031,"",0776,"",Tract    0776     in Chicago IL,576
G17003100777,1930,Illinois,17,Cook,031,"",0777,"",Tract    0777     in Chicago IL,1249
G17003100778,1930,Illinois,17,Cook,031,"",0778,"",Tract    0778     in Chicago IL,429
G17003100779,1930,Illinois,17,Cook,031,"",0779,"",Tract    0779     in Chicago IL,1509
G17003100780,1930,Illinois,17,Cook,031,"",0780,"",Tract    0780     in Chicago IL,5338
G17003100781,1930,Illinois,17,Cook,031,"",0781,"",Tract    0781     in Chicago IL,793
G17003100782,1930,Illinois,17,Cook,031,"",0782,"",Tract    0782     in Chicago IL,8422
G17003100783,1930,Illinois,17,Cook,031,"",0783,"",Tract    0783     in Chicago IL,3738
G17003100784,1930,Illinois,17,Cook,031,"",0784,"",Tract    0784     in Chicago IL,64
G17003100785,1930,Illinois,17,Cook,031,"",0785,"",Tract    0785     in Chicago IL,1602
G17003100786,1930,Illinois,17,Cook,031,"",0786,"",Tract    0786     in Chicago IL,0
G17003100787,1930,Illinois,17,Cook,031,"",0787,"",Tract    0787     in Chicago IL,887
G17003100788,1930,Illinois,17,Cook,031,"",0788,"",Tract    0788     in Chicago IL,597
G17003100789,1930,Illinois,17,Cook,031,"",0789,"",Tract    0789     in Chicago IL,3633
G17003100790,1930,Illinois,17,Cook,031,"",0790,"",Tract    0790     in Chicago IL,5139
G17003100791,1930,Illinois,17,Cook,031,"",0791,"",Tract    0791     in Chicago IL,4959
G17003100792,1930,Illinois,17,Cook,031,"",0792,"",Tract    0792     in Chicago IL,5358
G17003100793,1930,Illinois,17,Cook,031,"",0793,"",Tract    0793     in Chicago IL,592
G17003100794,1930,Illinois,17,Cook,031,"",0794,"",Tract    0794     in Chicago IL,1178
G17003100795,1930,Illinois,17,Cook,031,"",0795,"",Tract    0795     in Chicago IL,319
G17003100796,1930,Illinois,17,Cook,031,"",0796,"",Tract    0796     in Chicago IL,685
G17003100797,1930,Illinois,17,Cook,031,"",0797,"",Tract    0797     in Chicago IL,4454
G17003100798,1930,Illinois,17,Cook,031,"",0798,"",Tract    0798     in Chicago IL,3159
G17003100799,1930,Illinois,17,Cook,031,"",0799,"",Tract    0799     in Chicago IL,6287
G17003100800,1930,Illinois,17,Cook,031,"",0800,"",Tract    0800     in Chicago IL,2463
G17003100801,1930,Illinois,17,Cook,031,"",0801,"",Tract    0801     in Chicago IL,2369
G17003100802,1930,Illinois,17,Cook,031,"",0802,"",Tract    0802     in Chicago IL,989
G17003100803,1930,Illinois,17,Cook,031,"",0803,"",Tract    0803     in Chicago IL,4454
G17003100804,1930,Illinois,17,Cook,031,"",0804,"",Tract    0804     in Chicago IL,4613
G17003100805,1930,Illinois,17,Cook,031,"",0805,"",Tract    0805     in Chicago IL,3692
G17003100806,1930,Illinois,17,Cook,031,"",0806,"",Tract    0806     in Chicago IL,2579
G17003100807,1930,Illinois,17,Cook,031,"",0807,"",Tract    0807     in Chicago IL,4741
G17003100808,1930,Illinois,17,Cook,031,"",0808,"",Tract    0808     in Chicago IL,4687
G17003100809,1930,Illinois,17,Cook,031,"",0809,"",Tract    0809     in Chicago IL,5443
G17003100810,1930,Illinois,17,Cook,031,"",0810,"",Tract    0810     in Chicago IL,46
G17003100811,1930,Illinois,17,Cook,031,"",0811,"",Tract    0811     in Chicago IL,232
G17003100812,1930,Illinois,17,Cook,031,"",0812,"",Tract    0812     in Chicago IL,821
G17003100813,1930,Illinois,17,Cook,031,"",0813,"",Tract    0813     in Chicago IL,1287
G17003100814,1930,Illinois,17,Cook,031,"",0814,"",Tract    0814     in Chicago IL,475
G17003100815,1930,Illinois,17,Cook,031,"",0815,"",Tract    0815     in Chicago IL,156
G17003100816,1930,Illinois,17,Cook,031,"",0816,"",Tract    0816     in Chicago IL,1052
G17003100817,1930,Illinois,17,Cook,031,"",0817,"",Tract    0817     in Chicago IL,835
G17003100818,1930,Illinois,17,Cook,031,"",0818,"",Tract    0818     in Chicago IL,674
G17003100819,1930,Illinois,17,Cook,031,"",0819,"",Tract    0819     in Chicago IL,3523
G17003100820,1930,Illinois,17,Cook,031,"",0820,"",Tract    0820     in Chicago IL,4139
G17003100821,1930,Illinois,17,Cook,031,"",0821,"",Tract    0821     in Chicago IL,5481
G17003100822,1930,Illinois,17,Cook,031,"",0822,"",Tract    0822     in Chicago IL,5251
G17003100823,1930,Illinois,17,Cook,031,"",0823,"",Tract    0823     in Chicago IL,5314
G17003100824,1930,Illinois,17,Cook,031,"",0824,"",Tract    0824     in Chicago IL,4402
G17003100825,1930,Illinois,17,Cook,031,"",0825,"",Tract    0825     in Chicago IL,326
G17003100826,1930,Illinois,17,Cook,031,"",0826,"",Tract    0826     in Chicago IL,382
G17003100827,1930,Illinois,17,Cook,031,"",0827,"",Tract    0827     in Chicago IL,115
G17003100828,1930,Illinois,17,Cook,031,"",0828,"",Tract    0828     in Chicago IL,79
G17003100829,1930,Illinois,17,Cook,031,"",0829,"",Tract    0829     in Chicago IL,2061
G17003100830,1930,Illinois,17,Cook,031,"",0830,"",Tract    0830     in Chicago IL,1231
G17003100831,1930,Illinois,17,Cook,031,"",0831,"",Tract    0831     in Chicago IL,701
G17003100832,1930,Illinois,17,Cook,031,"",0832,"",Tract    0832     in Chicago IL,654
G17003100833,1930,Illinois,17,Cook,031,"",0833,"",Tract    0833     in Chicago IL,25
G17003100834,1930,Illinois,17,Cook,031,"",0834,"",Tract    0834     in Chicago IL,568
G17003100835,1930,Illinois,17,Cook,031,"",0835,"",Tract    0835     in Chicago IL,2667
G17003100836,1930,Illinois,17,Cook,031,"",0836,"",Tract    0836     in Chicago IL,3108
G17003100837,1930,Illinois,17,Cook,031,"",0837,"",Tract    0837     in Chicago IL,2810
G17003100838,1930,Illinois,17,Cook,031,"",0838,"",Tract    0838     in Chicago IL,334
G17003100839,1930,Illinois,17,Cook,031,"",0839,"",Tract    0839     in Chicago IL,4268
G17003100840,1930,Illinois,17,Cook,031,"",0840,"",Tract    0840     in Chicago IL,4318
G17003100841,1930,Illinois,17,Cook,031,"",0841,"",Tract    0841     in Chicago IL,6530
G17003100842,1930,Illinois,17,Cook,031,"",0842,"",Tract    0842     in Chicago IL,7346
G17003100843,1930,Illinois,17,Cook,031,"",0843,"",Tract    0843     in Chicago IL,6594
G17003100844,1930,Illinois,17,Cook,031,"",0844,"",Tract    0844     in Chicago IL,245
G17003100845,1930,Illinois,17,Cook,031,"",0845,"",Tract    0845     in Chicago IL,2443
G17003100846,1930,Illinois,17,Cook,031,"",0846,"",Tract    0846     in Chicago IL,10843
G17003100847,1930,Illinois,17,Cook,031,"",0847,"",Tract    0847     in Chicago IL,4875
G17003100848,1930,Illinois,17,Cook,031,"",0848,"",Tract    0848     in Chicago IL,1388
G17003100849,1930,Illinois,17,Cook,031,"",0849,"",Tract    0849     in Chicago IL,274
G17003100850,1930,Illinois,17,Cook,031,"",0850,"",Tract    0850     in Chicago IL,2426
G17003100851,1930,Illinois,17,Cook,031,"",0851,"",Tract    0851     in Chicago IL,4510
G17003100852,1930,Illinois,17,Cook,031,"",0852,"",Tract    0852     in Chicago IL,2909
G17003100853,1930,Illinois,17,Cook,031,"",0853,"",Tract    0853     in Chicago IL,2849
G17003100854,1930,Illinois,17,Cook,031,"",0854,"",Tract    0854     in Chicago IL,3581
G17003100855,1930,Illinois,17,Cook,031,"",0855,"",Tract    0855     in Chicago IL,3652
G17003100856,1930,Illinois,17,Cook,031,"",0856,"",Tract    0856     in Chicago IL,2966
G17003100857,1930,Illinois,17,Cook,031,"",0857,"",Tract    0857     in Chicago IL,3604
G17003100858,1930,Illinois,17,Cook,031,"",0858,"",Tract    0858     in Chicago IL,3282
G17003100859,1930,Illinois,17,Cook,031,"",0859,"",Tract    0859     in Chicago IL,2954
G17003100860,1930,Illinois,17,Cook,031,"",0860,"",Tract    0860     in Chicago IL,3424
G17003100861,1930,Illinois,17,Cook,031,"",0861,"",Tract    0861     in Chicago IL,3170
G17003100862,1930,Illinois,17,Cook,031,"",0862,"",Tract    0862     in Chicago IL,731
G17003100863,1930,Illinois,17,Cook,031,"",0863,"",Tract    0863     in Chicago IL,879
G17003100864,1930,Illinois,17,Cook,031,"",0864,"",Tract    0864     in Chicago IL,1046
G17003100865,1930,Illinois,17,Cook,031,"",0865,"",Tract    0865     in Chicago IL,5103
G17003100866,1930,Illinois,17,Cook,031,"",0866,"",Tract    0866     in Chicago IL,3607
G17003100867,1930,Illinois,17,Cook,031,"",0867,"",Tract    0867     in Chicago IL,3478
G17003100868,1930,Illinois,17,Cook,031,"",0868,"",Tract    0868     in Chicago IL,3533
G17003100869,1930,Illinois,17,Cook,031,"",0869,"",Tract    0869     in Chicago IL,1869
G17003100870,1930,Illinois,17,Cook,031,"",0870,"",Tract    0870     in Chicago IL,2610
G17003100871,1930,Illinois,17,Cook,031,"",0871,"",Tract    0871     in Chicago IL,4232
G17003100872,1930,Illinois,17,Cook,031,"",0872,"",Tract    0872     in Chicago IL,4755
G17003100873,1930,Illinois,17,Cook,031,"",0873,"",Tract    0873     in Chicago IL,4400
G17003100874,1930,Illinois,17,Cook,031,"",0874,"",Tract    0874     in Chicago IL,4536
G17003100875,1930,Illinois,17,Cook,031,"",0875,"",Tract    0875     in Chicago IL,3438
G17003100876,1930,Illinois,17,Cook,031,"",0876,"",Tract    0876     in Chicago IL,3708
G17003100877,1930,Illinois,17,Cook,031,"",0877,"",Tract    0877     in Chicago IL,12278
G17003100878,1930,Illinois,17,Cook,031,"",0878,"",Tract    0878     in Chicago IL,2291
